0	-7000	0	0	4000	5000	
2.00214	-7000	5.7198e-07	-1.42865e-06	3998.4	5001.2	
4.00357	-7000	1.52568e-06	-3.80953e-06	3996.8	5002.4	
6.005	-6999.99	2.86137e-06	-7.14253e-06	3995.19	5003.59	
8.00642	-6999.99	4.57932e-06	-1.14275e-05	3993.59	5004.78	
10.0078	-6999.98	6.67979e-06	-1.66644e-05	3991.98	5005.98	
12.0093	-6999.98	9.16306e-06	-2.28529e-05	3990.37	5007.17	
14.0107	-6999.97	1.20294e-05	-2.99931e-05	3988.77	5008.36	
16.0121	-6999.96	1.5279e-05	-3.80847e-05	3987.16	5009.55	
18.0135	-6999.94	1.89123e-05	-4.71277e-05	3985.55	5010.74	
20.0149	-6999.93	2.29294e-05	-5.71219e-05	3983.94	5011.92	
22.0163	-6999.92	2.73306e-05	-6.80672e-05	3982.32	5013.11	
24.0177	-6999.9	3.21163e-05	-7.99635e-05	3980.71	5014.29	
26.0191	-6999.88	3.72866e-05	-9.28106e-05	3979.1	5015.47	
28.0205	-6999.86	4.28419e-05	-0.000106608	3977.48	5016.65	
30.0219	-6999.84	4.87823e-05	-0.000121357	3975.86	5017.83	
32.0233	-6999.82	5.51083e-05	-0.000137056	3974.25	5019.01	
34.0246	-6999.8	6.18199e-05	-0.000153705	3972.63	5020.19	
36.026	-6999.77	6.89176e-05	-0.000171304	3971.01	5021.36	
38.0274	-6999.75	7.64016e-05	-0.000189854	3969.39	5022.54	
40.0287	-6999.72	8.42721e-05	-0.000209353	3967.77	5023.71	
42.03	-6999.69	9.25295e-05	-0.000229802	3966.14	5024.88	
44.0314	-6999.66	0.000101174	-0.000251201	3964.52	5026.05	
46.0327	-6999.63	0.000110206	-0.00027355	3962.9	5027.22	
48.034	-6999.59	0.000119625	-0.000296848	3961.27	5028.39	
50.0353	-6999.56	0.000129432	-0.000321095	3959.64	5029.55	
52.0366	-6999.52	0.000139628	-0.000346291	3958.01	5030.72	
54.0379	-6999.49	0.000150212	-0.000372437	3956.38	5031.88	
56.0392	-6999.45	0.000161184	-0.000399531	3954.75	5033.04	
58.0404	-6999.41	0.000172546	-0.000427575	3953.12	5034.2	
60.0417	-6999.36	0.000184297	-0.000456567	3951.49	5035.36	
62.0429	-6999.32	0.000196437	-0.000486507	3949.86	5036.52	
64.0441	-6999.28	0.000208967	-0.000517396	3948.22	5037.68	
66.0453	-6999.23	0.000221888	-0.000549234	3946.59	5038.83	
68.0465	-6999.18	0.000235198	-0.000582019	3944.95	5039.99	
70.0477	-6999.13	0.000248899	-0.000615753	3943.31	5041.14	
72.0489	-6999.08	0.000262991	-0.000650434	3941.67	5042.29	
74.05	-6999.03	0.000277474	-0.000686064	3940.04	5043.44	
76.0512	-6998.98	0.000292349	-0.000722641	3938.39	5044.59	
78.0523	-6998.92	0.000307615	-0.000760165	3936.75	5045.74	
80.0534	-6998.87	0.000323273	-0.000798637	3935.11	5046.88	
82.0545	-6998.81	0.000339324	-0.000838057	3933.47	5048.03	
84.0555	-6998.75	0.000355767	-0.000878423	3931.82	5049.17	
86.0566	-6998.69	0.000372602	-0.000919737	3930.18	5050.31	
88.0576	-6998.63	0.000389831	-0.000961998	3928.53	5051.45	
90.0587	-6998.56	0.000407453	-0.00100521	3926.88	5052.59	
92.0597	-6998.5	0.000425469	-0.00104936	3925.23	5053.73	
94.0606	-6998.43	0.000443878	-0.00109446	3923.58	5054.87	
96.0616	-6998.36	0.000462681	-0.00114051	3921.93	5056	
98.0625	-6998.3	0.000481879	-0.0011875	3920.28	5057.14	
100.063	-6998.23	0.000501472	-0.00123544	3918.62	5058.27	
